LLM,Strategy,File,Parsed,ProblemCount,CHRF_Score
gemini-2-5-pro,few_shots_AND_grammar,IEEE1471_2_MoDAF_All,True,0,46.2997
gemini-2-5-pro,few_shots_AND_grammar,Item2Product_All,True,0,55.8396
gemini-2-5-pro,few_shots_AND_grammar,Make2Ant_All,True,0,51.3206
gemini-2-5-pro,few_shots_AND_grammar,NetworkToGraph_All,True,0,72.518
gemini-2-5-pro,few_shots_AND_grammar,PetriNet2Grafcet_All,True,0,35.651
gemini-2-5-pro,few_shots_AND_grammar,User2Account_All,True,0,63.2003
gemini-2-5-pro,few_shots_AND_grammar,XML2DSL_All,False,2,46.0118
gemini-2-5-pro,grammar,AmaltheaToAscet_All,False,3,82.3418
gemini-2-5-pro,grammar,BibTeX2DocBook_All,True,0,54.6279
gemini-2-5-pro,grammar,CPL2SPL_All,False,1,62.0333
gemini-2-5-pro,grammar,Class2Interface_All,True,0,55.1908
gemini-2-5-pro,grammar,DSL2KM3_All,True,0,42.3263
gemini-2-5-pro,grammar,Document2Report_All,True,0,57.7197
gemini-2-5-pro,grammar,FamiliesToPersons_All,True,0,87.5302
gemini-2-5-pro,grammar,Grafcet2PetriNet_All,True,0,34.6025
gemini-2-5-pro,grammar,IEEE1471_2_MoDAF_All,False,2,47.7421
gemini-2-5-pro,grammar,Item2Product_All,True,0,59.5907
gemini-2-5-pro,grammar,Make2Ant_All,True,0,51.5269
gemini-2-5-pro,grammar,NetworkToGraph_All,True,0,75.1891
gemini-2-5-pro,grammar,PetriNet2Grafcet_All,True,0,37.668
gemini-2-5-pro,grammar,User2Account_All,True,0,67.8233
gemini-2-5-pro,grammar,XML2DSL_All,False,37,41.3405
gemini-2-5-pro,only_prompt,AmaltheaToAscet_All,True,0,86.7693
gemini-2-5-pro,only_prompt,BibTeX2DocBook_All,True,0,52.9414
gemini-2-5-pro,only_prompt,CPL2SPL_All,False,3,56.6121
gemini-2-5-pro,only_prompt,Class2Interface_All,True,0,62.7906
gemini-2-5-pro,only_prompt,DSL2KM3_All,True,0,38.2121
gemini-2-5-pro,only_prompt,Document2Report_All,True,0,57.7197
gemini-2-5-pro,only_prompt,FamiliesToPersons_All,True,0,90.8194
gemini-2-5-pro,only_prompt,Grafcet2PetriNet_All,True,0,36.3246
gemini-2-5-pro,only_prompt,IEEE1471_2_MoDAF_All,False,17,51.6293
gemini-2-5-pro,only_prompt,Item2Product_All,True,0,63.3176
gemini-2-5-pro,only_prompt,Make2Ant_All,False,20,49.8383
gemini-2-5-pro,only_prompt,NetworkToGraph_All,False,2,71.5232
gemini-2-5-pro,only_prompt,PetriNet2Grafcet_All,True,0,35.651
gemini-2-5-pro,only_prompt,User2Account_All,True,0,60.0737
gemini-2-5-pro,only_prompt,XML2DSL_All,True,0,41.6667
gpt-5,few_shot,AmaltheaToAscet_All,True,0,88.6172
gpt-5,few_shot,BibTeX2DocBook_All,False,3,49.711
gpt-5,few_shot,CPL2SPL_All,False,4,60.4816
gpt-5,few_shot,Class2Interface_All,True,0,69.6592
gpt-5,few_shot,DSL2KM3_All,True,0,56.0795
gpt-5,few_shot,Document2Report_All,True,0,62.1466
gpt-5,few_shot,FamiliesToPersons_All,True,0,81.9678
gpt-5,few_shot,Grafcet2PetriNet_All,True,0,52.5206
gpt-5,few_shot,IEEE1471_2_MoDAF_All,False,1,63.5108
gpt-5,few_shot,Item2Product_All,True,0,70.8395
gpt-5,few_shot,Make2Ant_All,True,0,51.377
gpt-5,few_shot,NetworkToGraph_All,True,0,98.9943
gpt-5,few_shot,PetriNet2Grafcet_All,True,0,36.1107
gpt-5,few_shot,User2Account_All,True,0,68.7276
gpt-5,few_shot,XML2DSL_All,True,0,45.7471
gpt-5,few_shots_AND_grammar,AmaltheaToAscet_All,True,0,89.4051
gpt-5,few_shots_AND_grammar,BibTeX2DocBook_All,False,5,51.3948
gpt-5,few_shots_AND_grammar,CPL2SPL_All,False,1,64.4604
gpt-5,few_shots_AND_grammar,Class2Interface_All,True,0,70.3285
gpt-5,few_shots_AND_grammar,DSL2KM3_All,True,0,53.3068
gpt-5,few_shots_AND_grammar,Document2Report_All,True,0,57.7197
gpt-5,few_shots_AND_grammar,FamiliesToPersons_All,True,0,84.0061
gpt-5,few_shots_AND_grammar,Grafcet2PetriNet_All,True,0,36.727
gpt-5,few_shots_AND_grammar,IEEE1471_2_MoDAF_All,True,0,62.6243
gpt-5,few_shots_AND_grammar,Item2Product_All,True,0,68.8299
gpt-5,few_shots_AND_grammar,Make2Ant_All,True,0,56.4575
gpt-5,few_shots_AND_grammar,NetworkToGraph_All,True,0,98.9943
gpt-5,few_shots_AND_grammar,PetriNet2Grafcet_All,True,0,37.6487
gpt-5,few_shots_AND_grammar,User2Account_All,True,0,67.4902
gpt-5,few_shots_AND_grammar,XML2DSL_All,True,0,49.1763
gpt-5,grammar,AmaltheaToAscet_All,False,1,84.2506
gpt-5,grammar,BibTeX2DocBook_All,False,3,50.2034
gpt-5,grammar,CPL2SPL_All,False,895,56.1555
gpt-5,grammar,Class2Interface_All,True,0,68.8122
gpt-5,grammar,DSL2KM3_All,False,27,51.3611
gpt-5,grammar,Document2Report_All,True,0,57.7197
gpt-5,grammar,FamiliesToPersons_All,False,7,79.7378
gpt-5,grammar,Grafcet2PetriNet_All,True,0,36.056
gpt-5,grammar,IEEE1471_2_MoDAF_All,False,2,62.4628
gpt-5,grammar,Item2Product_All,True,0,60.6929
gpt-5,grammar,Make2Ant_All,False,2,47.8848
gpt-5,grammar,NetworkToGraph_All,True,0,91.7929
gpt-5,grammar,PetriNet2Grafcet_All,False,31,36.3731
gpt-5,grammar,User2Account_All,True,0,64.5313
gpt-5,grammar,XML2DSL_All,False,2,41.0005
gpt-5,only_prompt,AmaltheaToAscet_All,True,0,80.3222
gpt-5,only_prompt,BibTeX2DocBook_All,True,0,49.9651
gpt-5,only_prompt,CPL2SPL_All,False,5,60.8659
gpt-5,only_prompt,Class2Interface_All,True,0,61.3707
gpt-5,only_prompt,DSL2KM3_All,False,11,50.5251
gpt-5,only_prompt,Document2Report_All,True,0,57.7197
gpt-5,only_prompt,FamiliesToPersons_All,True,0,86.9621
gpt-5,only_prompt,Grafcet2PetriNet_All,True,0,42.2247
gpt-5,only_prompt,IEEE1471_2_MoDAF_All,True,0,61.1866
gpt-5,only_prompt,Item2Product_All,True,0,60.6929
gpt-5,only_prompt,Make2Ant_All,True,0,52.8702
gpt-5,only_prompt,NetworkToGraph_All,False,1,85.3424
gpt-5,only_prompt,PetriNet2Grafcet_All,True,0,36.312
gpt-5,only_prompt,User2Account_All,True,0,56.6283
gpt-5,only_prompt,XML2DSL_All,False,1,45.8474
